Country,Detailed Locations,Began,Ended,Duration,Dead,Displaced,Damage (USD),Main cause,Severity,Affected_Area,Magnitude,Longitude,Latitude
Sri Lanka,Western districts of Sri Lanka,04-Jun-14,10-Jun-14,7,5,16000,,Tropical Storm Boris,1.5,10337.47,5,80.1668,7.66215
Afghanistan,Baghlan provinc,03-Jun-14,10-Jun-14,8,0,300,,Heavy Rain,1.5,44203.93,5.7,68.0178,35.6352
China,"Hunan Province, including Guiyang, Shenzhen cities.",12-May-14,16-May-14,5,1,10000,,Heavy Rain,2,205001.27,6.3,111.467,27.3821
Tajikistan," Khatlon Province,  Rudaki and Vahdat districts, southern regions,  Gonchi District of Sughd Province, northern region",10-May-14,16-May-14,7,0,425,,Heavy Rain,1.5,41719.46,5.6,69.3787,38.4853
Italy,Marche region of central Italy,02-May-14,10-May-14,9,2,250,,Torrential Rain,1.5,11256.33,5.2,13.013,43.3979
Tanzania,Rufiji District in Coast Region,10-May-14,16-May-14,7,0,22000,,Heavy Rain,1,22249.34,5.2,38.9442,-7.66435
Serbia,"Bosnia,Serbia, Croatia",12-May-14,16-May-14,5,3,4000,,Heavy Rain,2,115747.69,6.1,19.2236,44.56
Romania,"Bulgaria, Serbia, southern Romania",17-Apr-14,01-May-14,15,0,640,,Torrential Rain,1.5,87430.69,6.3,24.494,44.0617
Tanzania,Dar es Salaam region,18-Apr-14,01-May-14,14,41,0,,Torrential Rain,1.5,18498.39,5.6,38.9689,-7.19301
Afghanistan,"Northwestern Afghanistan; Jowzjan Province, provincial capital Sheberghan, Qosh Tepa, Darzab, and Khoja Do Koh districts",20-Apr-14,16-May-14,27,123,6000,,Torrential Rain,1.5,83722.34,6.5,66.4342,35.834
USA,Gulf Coast; Northeast Atlantic Coast,30-Apr-14,01-May-14,2,1,200,,Torrential Rain,2,260469.81,6,-84.9465,31.2966
USA,"Southern Alabama, southern Mississippi",01-Apr-14,08-Apr-14,8,2,300,,heavy Rain,1.5,82418.56,6,-87.6188,31.8585
Argentina,Western province of Neuquenr,01-Apr-14,08-Apr-14,8,0,2000,,Heavy Rain,1.5,69876.78,5.9,-70.2984,-38.3652
Solomon Islands,Honiara,01-Apr-14,08-Apr-14,8,23,10000,,Heavy Rain,2,5480.75,4.9,160.342,-9.67763
South Africa,"SADC region, Zambezi River",01-Mar-14,30-Mar-14,30,37,3528,,Heavy Rain,1.5,1037639.19,7.7,25.6074,-21.5153
Australia,"Southeast and Central Queensland; Yeppoon area, Capricorn Coast ",24-Mar-14,30-Mar-14,7,1,0,,Torrential Rain,1.5,250162.12,6.4,150.117,-26.2415
USA,"Southern Mississippi, Wilkinson County",25-Mar-14,30-Mar-14,6,0,200,,Heavy Rain,1.5,53220.79,5.7,-89.1282,31.4244
Zimbawe,Tokwe-Mukosi,01-Feb-14,30-Mar-14,58,0,4000,,Dam Break,1,17205.64,6,31.3479,-21.5196
Paraguay,"Luque, Mariano Roque Alonso, Lambar_, and  Limpio",25-Feb-14,10-Mar-14,14,0,2000,,Heavy Rain,1,6829.57,5,-57.5833,-25.2205
Burundi,Bujumbura,19-Feb-14,10-Mar-14,20,69,20000,,Torrential Rain,2,3237.42,5.1,29.6499,-4.14041
New Zealand,"Christchurch, including Avon River",03-Mar-14,10-Mar-14,8,0,80,,Heavy Rain,2,1015.84,4.2,172.613,-43.4538
USA,Majuro,03-Mar-14,10-Mar-14,8,0,900,,Storm Surge,1.5,34.8366,2.6,168.729,7.30951
Mozambique,"Johannesburg , Kliptown, Soweto; eastern South Africa, Zimbawe, and SE Mozambique; Kruger; Incomati River",24-Feb-14,10-Mar-14,15,4,20000,,Heavy Rain,1,481907.88,6.9,31.5459,-24.4459
France,"Southeastern France, western France, Pisa, Liguria, northwestern Italy ",20-Jan-14,07-Feb-14,19,4,1000,,Heavy Rain,1.5,82989.45,6.4,7.0993,43.9958
Indonesia,"Jakarta, Tangerang",08-Jan-14,07-Feb-14,31,23,20000,,Heavy Rain,1.5,35769.22,6.2,107.706,-6.6324
Australia,"Top End, Northern Territory",02-Feb-14,07-Feb-14,6,0,0,,Tropical Storm Fletcher,1,426979.84,6.4,131.732,-14.3299
Zimbawe,Communities downstream of the Tokwe-Mukrosi Dam along Tokwe River; Bulawayo,15-Jan-14,07-Feb-14,24,0,4000,,Heavy Rain,1.5,72462.23,6.4,28.9231,-20.2044
Zimbawe,Muzarabani,15-Jan-14,07-Feb-14,24,0,0,,Heavy Rain,1.5,142586.1,6.7,30.8531,-17.2057
Bolivia," La Paz, Beni, Santa Cruz and Cochabamba; Beni province in northeastern Bolivia",10-Jan-14,01-May-14,112,60,84000,,Heavy Rain,2,381576.65,7.9,-64.0135,-13.3888
Peru,Southern Andean Cusco region,01-Jan-14,04-Jan-14,4,0,300,,Heavy Rain,1,74144.66,5.5,-71.5232,-12.4186
USA,"Nelson and Carroll Counties, Kentucky",22-Dec-13,04-Jan-14,14,5,0,,Heavy Rain,1,16069.91,5.4,-86.7899,37.5597
Saint Vincent,"Saint Vincent and the Grenadines, St. Lucia",26-Dec-13,04-Jan-14,10,11,0,,Heavy Rain,1,830.232,3.9,-60.9886,13.9188
Brazil,Southeast states of Minas Gerais and Espirito Santo,23-Dec-13,04-Jan-14,13,45,60000,,Heavy Rain,2,314284.91,6.9,-41.9423,-18.9538
Indonesia,North Sumatras Langkat district,29-Dec-13,04-Jan-14,7,0,4500,,Heavy Rain,1,22524.63,5.2,97.2893,4.48013
United Kingdom,"Central and southern Scotland, Wales, Ireland, southern England",27-Dec-13,07-Feb-14,43,0,200,,Heavy Rain,1.5,126149.79,6.9,-1.51144,53.2732
Thailand,"Southeast provinces; Nakhon Si Thammarat, Songkhla, Narathiwat, Phatthalung, Trang",20-Nov-13,08-Dec-13,19,23,15254,,Monsoonal Rain,1.5,38676.71,6,100.395,7.2182
Cuba,Havana,01-Dec-13,08-Dec-13,8,2,227,,Torrential Rain,1,7627.3,4.8,-81.3958,22.9043
Niger,"South-east Niger, Komadougou River",03-Nov-13,08-Dec-13,36,0,1000,,Heavy Rain,1,65791.14,6.4,13.2017,15.0103
Malaysia,"Kuala Lumpur, east coast states of Pahang and Terengganu; Johor in the south",01-Dec-13,08-Dec-13,8,1,19000,,Monsoonal Rain,1.5,106697.53,6.1,102.362,3.58444
United Kingdom,"Eastern England coast, northern European coast",05-Dec-13,08-Dec-13,4,8,4000,,Storm Surge,2,51279.6,5.6,7.53306,53.4431
Somalia,Northeast Puntland,08-Nov-13,19-Nov-13,12,100,0,,Tropical Storm,1.5,181848.02,6.5,57.4276,21.6819
Saudi Arabia,"Riyadh, other parts of the Kingdom including northern Border Province",18-Nov-13,19-Nov-13,2,15,121,,Torrential Rain,1.5,361386.84,6,44.8084,27.4145
Vietnam,"Central and northern Vietnam; six central provinces,  Binh Dinh",14-Nov-13,19-Nov-13,6,41,80000,,Heavy Rain,1.5,48985.15,5.6,107.706,15.5821
Italy,"Obia, Uras, on Sardinia",18-Nov-13,19-Nov-13,2,18,2700,,Torrential Rain,2,15699.75,4.8,9.00455,40.3008
USA,"Austin, Texas",31-Oct-13,10-Nov-13,11,4,4800,,Torrential Rain,2,38936.39,5.9,-98.0111,30.6607
Philippines,"Leyte, other islands in Central Philippines",08-Nov-13,19-Nov-13,12,2000,200000,,Tropical Storm Haiyan/Yolanda,2,32476.99,5.9,125.052,11.4452
South Sudan,Jonglei State,03-Nov-13,19-Nov-13,17,0,100,,Heavy Rain,1,111000.43,6.3,31.7933,7.33928
India,Bihar,12-Oct-13,10-Nov-13,30,7,0,,Heavy Rain,1.5,102661.14,6.7,85.9321,24.7174
Peru,"Ancash, Cuzco, Huanuco and Pasco",11-Oct-13,14-Oct-13,4,0,1100,,Heavy Rain,1.5,253520.53,6.2,-76.1873,-8.5735
Indonesia,"Stabat, Batang Serangan, Secanggang, Wampu, and Padang Tualang in Langkat District, North Sumatra",07-Oct-13,14-Oct-13,8,0,16000,,Torrential Rain,1.5,31023.66,5.6,99.6771,2.95415
China,"South-eastern province of Fujian, Zhejiang, Shanghai",08-Oct-13,14-Oct-13,7,6,176900,,Tropical Storm Fitow,1.5,41577.16,5.6,120.573,29.15
South Sudan,"Warrap State, Wanalel River",08-Oct-13,14-Oct-13,7,0,3300,,Heavy Rain,1,172574.26,6.1,28.8241,7.73724
Philippines,Luzon,12-Oct-13,14-Oct-13,3,13,2500,,Tropical Storm Nari,2,54531.07,5.5,121.192,16.6413
Thailand,26 of 77 provinces,30-Sep-13,14-Oct-13,15,42,982799,,Monsoonal Rain,1.5,312091,6.8,101.694,13.0819
India,"East coast, Odisha coast",12-Oct-13,14-Oct-13,3,27,250000,,Tropical Storm Phailin,2,246385.23,6.2,84.2495,21.2719
Cambodia,"Mekong River, including Battambang, Banteay Meanchey, Kampong Thom and Kratie provinces",27-Sep-13,14-Oct-13,18,122,60000,,Monsoonal Rain,1.5,52283.25,6.1,105.084,12.658
USA,"Central Colorado, Rocky Mountain Front Range and foothills; Boulder, Lyons, Longmont, Lafayette, Broomfield, Colorado Springs",12-Sep-13,20-Sep-13,9,10,11000,,Monsoon Rain,2,100404.04,6.3,-105.143,38.0024
Nigeria,"Kaduna State, Kaduna metropolis; Ungwan Boro, Narayi, Ungwan Maigero, Ungwan Romi, Gonin Gora, Tudun Wada, Kigo New Extension, Nasarawa, Ungwan Rimi, Romi, Kabala Doki and Karatudu.",10-Sep-13,16-Sep-13,7,0,300,,Torrential Rain,1.5,178191.77,6.3,7.63747,10.5244
Romania,"Extreme eastern Romania; Cudalbi, 200 km NE of Bucharest, near border with Moldova",11-Sep-13,16-Sep-13,6,8,2100,,Torrential Rain,2,7171.77,4.9,27.5529,45.7492
China,"Extreme southern China; Hunan, Guangxi and neighboring Guangdong provinces",15-Aug-13,21-Aug-13,7,40,0,,Tropical Storm Utor,1.5,98182.91,6,113.694,22.7696
China,"Northwest China,  Qinghai Province",18-Aug-13,21-Aug-13,4,80,0,,Monsoonal Rain,1.5,93531.74,5.7,100.184,35.9161
Philippines,Manila and environs; Luzon,13-Aug-13,21-Aug-13,9,8,280000,,Monsoonal Rain and Offshore Tropica,2,50412.4,6,121.142,16.3191
China,"NE China, including Fushun City, Liaoning Province",07-Aug-13,14-Oct-13,69,100,260000,,"Heavy Rain, began with #4079",2,1430155.56,8.3,130.272,50.5323
Pakistan,"Punjab, Sindh, and Baluchistan",07-Aug-13,21-Aug-13,15,70,12000,,"Monsoon Rain, began with #4078",1.5,462763.09,7,69.1065,28.7404
Burma/Myanmar,"Karen and Mon states, southern Burma; southern Thailand",25-Jul-13,07-Aug-13,14,1,34000,,Heavy Rain,1.5,125250.85,6.4,98.1556,18.3122
USA,Southern Missouri and Kansas,05-Aug-13,07-Aug-13,3,2,100,,Torrential Rain,1.5,123143.44,5.7,-94.1535,38.2138
Russia, Zeya district of the Amur Region,01-Aug-13,07-Aug-13,7,0,1500,,Heavy Rain,2,102479.27,6.2,128.424,50.0043
Pakistan,"Central Punjab province, southwestern Baluchistan, southern Sindh, Khyber Pakhtunkhwa, Kashmir, Pakistan; Kabul, Khost, Konar, Paktia and Nangarhar provinces, Afghanistan",01-Aug-13,07-Aug-13,7,135,81000,,Heavy Rain,1.5,549425.38,6.8,70.6377,32.8144
Sudan,"Khartoum, Dafur, and five other states",01-Aug-13,21-Aug-13,21,11,100000,,Heavy Rain,1.5,1004638.92,7.5,28.9896,13.6883
Kenya,Baringo,05-Aug-13,07-Aug-13,3,0,5000,,Heavy Rain,1,9047.26,4.4,35.2088,1.66076
Paraguay,"Ayolas, Misiones, Alto Parana. Parana River.",04-Jul-13,15-Jul-13,12,0,52000,,Heavy Rain,1.5,131222.52,6.4,-57.6536,-24.146
North Korea,"Central regions; Kangwon Province, North Hwanghae Province, South Phyongan Province;  South Hamgyong, North Hwanghae and Kangwon provinces",10-Jul-13,15-Jul-13,6,2,760,,Heavy Rain,1,21695.38,5.1,126.319,39.6151
China,"South China, Guangxi Zhuang Autonomous Region",11-Jul-13,15-Jul-13,5,0,8,,Torrential Rain,1.5,112220.53,5.9,108.355,23.0867
China,"Southeast China, Fujian Province",13-Jul-13,15-Jul-13,3,1,300000,,Tropical Storm Sulik,1.5,101850.92,5.7,118.14,25.8633
China,"Western China, Sichuan Province",05-Jul-13,15-Jul-13,11,200,100000,,Heavy Rain,1.5,419827.15,6.8,104.022,30.4563
Laos,"Borikhan district, Borikhamxay province of Laos",23-Jun-13,27-Jun-13,5,0,0,,Monsoonal Rain,1,32196.91,5.2,104.85,17.6991
India,"Dhemaji district, other parts of Assam, NE India",23-Jun-13,15-Jul-13,23,80,2000000,,Monsoonal Rain,2,38019.26,6.2,94.9182,27.387
Canada,"Southern Alberta, Calgary, Medicine Hat",20-Jun-13,27-Jun-13,8,3,100000,,Heavy Rain,2,307926.47,6.7,-109.647,51.2434
India,Chhattisgarh's Bastar region,11-Jun-13,18-Jun-13,8,0,8000,,Monsoonal Rain,1,152700.5,6.1,82.5285,21.9781
New Zealand,"South Island, Otago",15-Jun-13,18-Jun-13,4,0,0,,Heavy Rain,1.5,42497.49,5.4,170.669,-44.3589
India,"Northern India, Uttarakhand, Himachal Pradesh, Uttar Pradesh",12-Jun-13,27-Jun-13,16,5748,75000,,Monsoonal Rain,1.5,131743.41,6.5,76.6135,32.7135
USA,"Missouri, Arkansas, Illinois",25-May-13,03-Jun-13,10,5,0,,Torrential Rain,1.5,170079.48,6.4,-91.6341,37.0898
Germany,"Including Prague, Budapest, other major cities; Danube, Elbe, and other rivers",28-May-13,18-Jun-13,22,8,3000,,Heavy Rain,2,241203.7,7,12.1089,49.1358
Norway,"Counties of Hedmark, Oppland, Buskerud and Telemark",22-May-13,28-May-13,7,0,500,,Heavy Rain and Snowmelt,1.5,28071.86,5.5,10.478,61.2832
USA,Iowa,25-May-13,03-Jun-13,10,0,400,,Heavy Rain,1,123500.44,6.1,-93.3867,41.9211
USA,"San Antonio, Texas",25-May-13,28-May-13,4,3,300,,Heavy Rain,2,33907.85,5.4,-98.8879,28.899
Columbia,Cali,26-May-13,28-May-13,3,0,0,,Torrential Rain,1,125894.94,5.6,-74.5465,3.66687
Sri Lanka,"Most of Island, including Columbo",13-May-13,16-May-13,4,7,115000,,Tropical Storm Mahasen,1,17254.01,4.8,80.5325,7.13528
China,"S. China, especially Guangdong Province, Guizhou province",12-May-13,28-May-13,17,55,10000,,Monsoonal Rain,1.5,84761.74,6.3,114.464,23.6387
Bangladesh,"SE Bangladesh, coastline, border areas with Burma/Myanmar",14-May-13,16-May-13,3,19,1166000,,Tropical Storm Mahasen,1.5,72847.78,5.5,91.194,23.6387
Somalia,Southern Somalia,01-May-13,16-May-13,16,7,50000,,Heavy Rain,2,243476.26,6.9,43.6553,2.16964
Indonesia,Aceh District,06-May-13,16-May-13,11,0,3000,,Torrential Rain,1,17152.64,5.3,98.6181,3.84919
Russia,"Sakha Republic, Yakutsk",06-May-13,16-May-13,11,0,390,,Ice Jam and Ice Melt,1,630162.34,6.8,133.329,68.1591
Afghanistan,Balkh province,23-Apr-13,29-Apr-13,7,13,300,,Torrential Rain,1,14653.47,5,68.8486,36.9291
USA,"Red River Valley, Minnesota, North Dakota, USA, and southern  Manitoba, Canada",27-Apr-13,29-Apr-13,3,0,0,,Heavy Rain and Snowmelt,1,43180.94,5.1,-97.5977,48.5643
USA,Central Midwestern USA,22-Apr-13,29-Apr-13,8,5,300,,Heavy Rain,1.5,493136.77,6.8,-88.6401,38.8278
Saudi Arabia,"Southern Saudia Arabia, UAE, Oman",25-Apr-13,16-May-13,22,0,0,,Heavy Rain,1,814307.06,7.3,52.3938,22.7624
Somalia,Middle Shabelle Province,05-Apr-13,29-Apr-13,25,0,4000,,Heavy Rain,1,27293.22,5.8,45.7365,3.38671
Albania,Northwestern Albania,15-Mar-13,12-Apr-13,29,0,2800,,Heavy Rain,1,3304.87,5,19.6182,42.0043
Argentina,Buenos Aires Province,01-Apr-13,07-Apr-13,7,59,3000,,Torrential Rain,2,18135.4,5.4,-58.6759,-34.4809
Mauritius,Including Port Louis,31-Mar-13,03-Apr-13,4,11,0,,Torrential Rain,1.5,1679.67,4,57.5238,-20.2305
South Sudan,South Sudan's Jonglei State; areas along the Nile River,25-Mar-13,03-Apr-13,10,0,12000,,Heavy Rain,1.5,215662.54,6.5,31.2168,6.06426
Kenya,"Western Kenya, Coastal region and parts of Rift Valle; Turkana, Pokot, Baringo and parts of Marakwet; Sofia Boma village in Taita Taveta County; Kerio Valley; Nairobi-Nakuru highway near Naivasha town; Kisumu;  Murang'a, Nyeri, and Kiambu counties",28-Mar-13,29-Apr-13,33,63,18633,,Heavy Rain,1.5,73170.41,6.6,36.718,2.46174
Spain,"Central Spain, including Castille and Leon",31-Mar-13,03-Apr-13,4,2,300,,Torrential Rain,1.5,53241.03,5.5,-3.81041,40.2882
Peru,"Peruvian regions of Ancash, Cuzco, Huanuco and Pasco; Bolivia",10-Mar-13,17-Mar-13,8,0,3000,,Heavy Rain,1.5,740437.68,6.9,-70.9926,-16.5124
Portugal,Azore Islands,14-Mar-13,17-Mar-13,4,0,30,,Heavy Rain,1,2985.69,4.1,-25.5351,37.8419
France,"Southwestern France, Perpignan",09-Mar-13,17-Mar-13,9,1,1200,,Heavy Rain,1,5910.43,4.7,2.54269,43.2579
Spain,"Southern Spain, Andalusia,  district of Mogon, Villa franca de Cordoba",13-Mar-13,17-Mar-13,5,0,200,,Heavy Rain,1,12282.15,4.8,-2.94021,37.8967
Namibia,"Caprivi Strip, Namibia",01-Mar-13,17-Mar-13,17,0,10000,,Heavy Rain,1,100905.17,6.2,22.6244,-17.8146
Macedonia, Northern town of Kumanovo,25-Feb-13,04-Mar-13,8,1,1200,,Heavy Rain,1,3700.4,4.5,21.5776,42.0408
Thailand,Extreme southern Thailand,25-Feb-13,04-Mar-13,8,0,130,,Heavy Rain,1,9339.75,4.9,101.308,6.46589
Australia,"Central and southeastern Queensland: Darling Downs, Bioela, Loweood, Brightview, Lawnton; northern New South Wales",25-Feb-13,04-Mar-13,8,2,200,,"Monsoonal Rain, Tropical Storm Rust",1,240506.1,6.3,149.832,-24.971
Malaysia,"Kelantan, Terengganu and Perak",10-Feb-13,04-Mar-13,23,0,5167,,HeavyRain,1,30584.22,5.8,102.026,4.29951
Indonesia,"Musi Banyuasin regency, South Sumatra",20-Feb-13,04-Mar-13,13,0,1000,,Heavy rain,1.5,4201.51,4.9,104.265,-2.41871
Russia,Novomikhailovsky,20-Feb-13,04-Mar-13,13,4,1500,,Torrential Rain,1,2432.33,4.5,39.2468,44.3289
Indonesia,Northern part of Sulawesi island,16-Feb-13,18-Feb-13,3,17,0,,Heavy Rain,1,28873.67,4.9,124.508,1.0256
Indonesia,"Batang Buluh and Rokan rivers in Rokan Hulu regency, Riau",16-Feb-13,18-Feb-13,3,0,3452,,Heavy Rain,1,21653.62,4.8,100.565,0.733498
Papua New Guinea,Throughout Papua New Guinea,01-Dec-12,12-Feb-13,74,0,500,,Heavy Rain,1,245461.58,7.3,144.477,-5.88736
Peru,Pacific coast of southern Peru; wesern Bolivia; Arequipa; Atacama Desert,08-Feb-13,12-Feb-13,5,31,2400,,Heavy Rain,2,577782.56,6.8,-69.094,-20.3461
Botswana,Northeast and central districts,15-Jan-13,01-Feb-13,18,0,400,,Heavy Rain,1.5,198590.48,6.7,25.0646,-20.3766
Seychelles,Seychelles,27-Jan-13,01-Feb-13,6,0,106,,Torrential Rain,1.5,451.786,3.6,55.4243,-4.60943
Australia,Queensland,22-Jan-13,01-Feb-13,11,6,8000,,Tropical Storm Oswald,1.5,1021219.24,7.2,144.818,-19.3725
Mozambique,Limpopo river basin in southern provinceof  Gaza; also in  Zimbawe along border with South Africa; KwaZulu-Natal in South Africa; also northern Mozambique,17-Jan-13,04-Mar-13,47,135,170000,,Heavy Rain,1.5,83155.21,6.8,32.6773,-24.8006
Kenya,Nairobi; Nyanza and North Rift regions,13-Jan-13,17-Jan-13,5,20,400,,Heavy Rain,1,71113.05,5.6,36.5172,0.058024
Malawi,"Phalombe, Mangochi, and Nsanje districts, Southern Malawi",15-Nov-12,22-Jan-13,69,3,3000,,Heavy Rain,1,20095.7,6.1,35.2027,-15.6178
Indonesia,Jakarta,13-Jan-13,22-Jan-13,10,32,46000,,Monsoonal Rain,2,1746.34,4.5,106.73,-6.17945
Palestine,"West Bank, Palestine; Jordan; Syria",08-Jan-13,10-Jan-13,3,2,1600,,Heavy Rain,1.5,29142.93,5.1,36.4502,32.8398
Sri Lanka,"Central, eastern, and northern provinces",08-Jan-13,17-Jan-13,10,52,56747,,Heavy Rain,1.5,26063.39,5.6,80.9219,7.59777
Peru,"Central Amazon region; Ancash, Cuzco, Huanuco and Pasco regions",04-Jan-13,10-Jan-13,7,0,2000,,Torrential Rain,1.5,318648.95,6.5,-76.4573,-9.28298
Philippines,Central Mindanao,04-Jan-13,10-Jan-13,7,0,3180,,Heavy Rain,1,51781.98,5.6,125.308,7.25699
Philippines,Palawan Province,03-Jan-13,10-Jan-13,8,0,520,,Tropical Storm Auring,1,6143.56,4.7,118.626,9.88586
Malaysia,"Northern and eastern Malaysia; Kelantan, Terengganu and Kedah states",03-Jan-13,10-Jan-13,8,0,600,,Torrential Rain,1,29317.81,5.4,101.661,5.48006
Indonesia,South Sulawesi province,03-Jan-13,10-Jan-13,8,8,1000,,Heavy Rain,1,67600.2,5.7,121.883,-3.86702
Russia,Russia's Black Sea Region;  village of Novomikhailovsky,06-Jan-13,10-Jan-13,5,4,1500,,Torrential Rain,1.5,5668.01,4.6,39.1034,44.2559
South Africa,Durbank; Clairmont; KwaZulu,11-Dec-12,13-Dec-12,3,3,10,,Heavy Rain,1,21010.51,4.8,30.1336,-30.568
Sri Lanka,"Six of the countryÍs nine provinces; Matale, central Sri Lanka, is the worst affected district.",16-Dec-12,18-Dec-12,3,9,6000,,Heavy Rain,1.5,49084.64,5.3,80.7759,7.97653
United Kingdom,"Northeast of England, North Wales and Northamptonshire; Wales, Scotland",20-Nov-12,18-Dec-12,29,4,1700,,Heavy Rain,1,106806.88,6.5,-1.19371,53.4569
Malaysia,"Johor, Negri Sembilan; Selangor",01-Dec-12,04-Dec-12,4,0,150,,Torrential Rain,1,31978.97,5.1,103.073,2.61996
Argentina,"Northeaster Argentina, Corrientes; West, central and eastern Buenos Aires province",20-Nov-12,04-Dec-12,15,6,10000,,Heavy Rain,1.5,377212.55,6.9,-59.6252,-27.5025
Turkey,Western province of Balikesir,02-Dec-12,04-Dec-12,3,1,0,,Torrential Rain,1,15306.67,4.7,28.7097,39.5093
Philippines,Southern Midaneo Island,04-Dec-12,04-Dec-12,1,74,60000,,Tropical Storm Bopha,2,68024.32,5.1,124.469,7.98723
Italy,"Venice, Rome, Tuscany, Umbria",11-Nov-12,18-Nov-12,8,4,500,,"Torrential Rain, Hgh Tides",1.5,66842.9,5.9,12.4131,43.1605
Spain,"Southern Spain, Malaga",13-Nov-12,18-Nov-12,6,0,120,,Torrential Rain,1,12226.85,4.9,-3.62785,37.0752
Malaysia," Johor, Selangor, Perak and Malacca",04-Nov-12,08-Nov-12,5,0,4000,,Heavy Rain,1,55785.44,5.4,102.61,2.87071
India,"Andhra Pradesh, Tamil Nadu states",04-Nov-12,08-Nov-12,5,40,70000,,Tropical Storm Nilam,2,126082.83,6.1,78.8042,11.8283
Viet Nam,Northern Vietnamese coast; central Philippines,24-Oct-12,29-Oct-12,6,30,260000,,Tropical Storm Son-Tinh,2,158124.44,6.3,105.504,19.0565
South Africa,"Eastern Cape municipalities; Ndlambe municipality,  Port Alfred, Kenton-on-Sea and Bathurst, Makana municipality, Grahamstown",24-Oct-12,29-Oct-12,6,12,0,,Heavy Rain,1.5,14489.12,5.1,26.5615,-32.9367
Canada,"Wawa, nearby Michipicoten First Nation, northern Ontario",25-Oct-12,29-Oct-12,5,0,700,,Heavy Rain,1.5,1592.26,4.1,-84.5569,48.3513
USA,"US Atlantic coast from Florida to southern New England (storm surge); most of east-central USA (inland flooding); Haiti, Cuba, Jamaica",24-Oct-12,29-Oct-12,6,65,0,,Tropical Storm Sandy,2,293995.06,6.5,-75.228,39.9231
Russia,Russia's North Caucasus region of Dagestan,09-Oct-12,15-Oct-12,7,7,1120,,Torrential Rain,1.5,10482.16,5,47.5986,42.3329
Chad,"Yaroungou and Moula refugee camps, southern Chad",15-Sep-12,15-Oct-12,31,0,17000,,Heavy Rain,1,86061.68,6.4,20.5066,11.0786
Niger,"All eight regions of the country, including the large regions of Tillabery, Dosso and Niame",15-Sep-12,15-Oct-12,31,91,0,,Heavy Rain,1,121035.65,6.6,2.95649,14.316
Iran,"Behshahr, Mazandaran province; Sari, Qaemshahr and Babol as well as outlying rural areas",12-Oct-12,15-Oct-12,4,7,1000,,Torrential Rain,1.5,11490.12,4.8,54.2681,36.5397
Somalia,Central SomaliaÍs Hiiraan Region; Shabelle River,22-Sep-12,03-Oct-12,12,6,12200,,Heavy Rain,1.5,13753.99,5.4,44.8967,4.94456
South Sudan,"Unity State; areas near state capital Bentiu; nine of South Sudan's 10 states;  Jonglei, Lakes, Northern Bahr el Ghazal, Unity and Upper Nile",07-Sep-12,03-Oct-12,27,15,3000,,Heavy Rain,1,138743.9,6.6,29.586,9.56942
UK,Northern England;  Pennine and Cheviot catchments,23-Sep-12,26-Sep-12,4,0,1500,,Heavy Rain,1,8507,4.5,-2.13086,54.4062
USA,Alaska;  Talkeetna; south along Kenai River,20-Sep-12,26-Sep-12,7,0,2000,,Heavy Rain,1,8846.21,4.8,-149.932,63.1691
Nigeria,"Delta State; Niger River; Oko community; Benue and Kaduna states, Taraba, much of Nigeria is affected",15-Sep-12,29-Oct-12,45,148,64000,,Heavy Rain,2,12538.4,6.1,6.33994,5.50441
India,"Assam, northeastern India",19-Sep-12,15-Oct-12,27,21,2000000,,Monsoonal Rain,2,42597.57,6.4,93.6379,26.8031
China,Central Sichuan city of Suinin; other areas in Sichuan,09-Sep-12,18-Sep-12,10,7,0,,Heavy Rain,1.5,56959.95,5.9,107.186,30.3813
Thailand,Northern province Sukhothai,12-Sep-12,26-Sep-12,15,0,3000,,Monsoonal Rain,1,44011.3,5.8,99.6405,17.0909
Pakistan,"Naseerabad and Jaffarabad districts, Baluchistan",10-Sep-12,29-Oct-12,50,400,742000,,Monsoonal Rain,1.5,23036.11,6.2,68.7756,28.0445
India,Uttarakhand state,16-Sep-12,18-Sep-12,3,45,200,,Torrential Rain,2,37710.76,5.4,76.8569,31.3063
